,0,1,2
0,1.0,1.4242120839319508,-0.10751083028924431
1,1.0,0.2565398849773133,1.1432075962245887
2,1.0,-1.9224902335570884,0.936934939369601
3,1.0,-1.011528897402234,0.24775003823779024
4,1.0,0.09468665137354818,-0.6857158915281562
5,1.0,-0.9010732740351539,1.1492677795758557
6,1.0,2.05986664759737,-0.5089690619897683
7,1.0,-0.8376071597616468,-0.25330345739558474
8,1.0,1.5541687291934239,1.054508997359071
9,1.0,0.0719911698295184,1.1775129589958258
10,1.0,-0.9937817108212176,0.753750982451436
11,1.0,0.5109581864119741,0.8842991696463034
12,1.0,-0.016033584955388314,-0.8635018355085227
13,1.0,1.3667555326545409,-0.4005289633299732
14,1.0,0.30184443413445244,-0.898914695210746
15,1.0,-0.4411314798501678,-0.6703144480170337
16,1.0,2.2704779662269825,0.911163616945507
17,1.0,0.27993753640755226,-0.743706481056602
18,1.0,-0.07986038230554993,-0.032780064453899554
19,1.0,0.6342362323414977,1.0106121242007666
20,1.0,1.0651146317092246,-0.027023547608624823
21,1.0,-0.5488469819468261,-1.1941228199685674
22,1.0,-0.5380231652778562,1.3651134944593535
23,1.0,-0.3704574380450431,1.6231204847384226
24,1.0,0.6182776015061092,-1.4464050244989353
25,1.0,-0.782992309431707,0.8869278878349274
26,1.0,1.0053091670647447,-0.5028134825204076
27,1.0,-0.016008248982025453,-1.3497052121051396
28,1.0,0.6165612652260386,0.6369679872521452
29,1.0,1.1398756650204898,-0.45580358337980237
30,1.0,-1.0905584255181187,-2.537893500847986
31,1.0,1.7457191066997817,0.5990962677827013
32,1.0,-0.9417675804651343,-0.11658079494018798
33,1.0,0.7729045359904091,1.312782770809139
34,1.0,0.2452089439132312,-0.9757302097087114
35,1.0,0.20220181485067348,1.478249698423437
36,1.0,0.5352361800676526,0.591057989879056
37,1.0,0.2829810602841237,0.1095315115894685
38,1.0,-0.31058001848201683,-0.701451704893984
39,1.0,-1.3892979403482244,-2.3996153314408253
40,1.0,-0.13822341474297228,-0.4220116588389294
41,1.0,0.07294131795140105,1.4546876484216769
42,1.0,0.36694558958665424,-1.1129435617252268
43,1.0,1.751423711822484,-1.3302549441599656
44,1.0,0.7715284455272768,0.9023212133157951
45,1.0,-0.9771258231527432,0.8316828237604103
46,1.0,0.541817073317654,0.7524784603120089
47,1.0,-0.3309007144682495,1.4406956431919153
48,1.0,0.961119858005002,-0.521144755157998
49,1.0,0.5631334388285333,-0.9407381915582084
50,1.0,-0.8959845510650777,-0.4899686923948458
51,1.0,0.5724021127737807,-0.9915350056707717
52,1.0,0.5343905908666637,-1.3098751616440705
53,1.0,-0.4718272656596416,-2.4439707217964033
54,1.0,0.11842298863094185,-0.5606636330590098
55,1.0,1.3281180384178461,0.929356081852375
56,1.0,1.49976287540565,-0.9401450259324982
57,1.0,-1.6811308509253182,1.342380133840453
58,1.0,0.7965412566680111,0.39189185609227245
59,1.0,0.9089715140935285,1.6247852770134752
60,1.0,-1.2292973298513532,1.514876991213222
61,1.0,-0.1545375398094811,0.3365335249605354
62,1.0,0.6388680394576043,-0.0014331732354073794
63,1.0,1.0704037206534605,-0.8240529513698271
64,1.0,-1.4956107828890433,-0.8141246746575198
65,1.0,-1.038785950723118,1.1339621031474123
66,1.0,-0.8876796396283642,-0.6938373971026663
67,1.0,1.546924763163147,0.7723837282005824
68,1.0,-1.3666266876535405,-0.9522248308106036
69,1.0,-0.4468553985568689,-0.16384151413167133
70,1.0,-2.3878329230878528,-0.10303274204304948
71,1.0,1.2525362568791425,0.6693169238710597
72,1.0,-1.2112938988402615,-0.23001289265381036
73,1.0,0.40375166795357503,3.262363394109109
74,1.0,0.6349237398407487,1.1284118196986905
75,1.0,1.026012455662245,0.6093439339155226
76,1.0,0.09699274654523289,-0.8315175795208509
77,1.0,0.3524263633019659,-0.6897660075075087
78,1.0,0.6634208864036933,-0.34621124855379737
79,1.0,-0.9418189927468164,-0.40487461267380065
80,1.0,0.14322014223334503,1.4208185323797178
81,1.0,-0.1878723035121421,1.8836218479809899
82,1.0,0.09924607922775874,-0.23071135771618756
83,1.0,1.9185475217667127,-2.069865386524754
84,1.0,-0.9442325758957894,-1.1174769556041604
85,1.0,0.8708333718142921,-1.1561332372492348
86,1.0,0.5039110063146013,2.18696745360241
87,1.0,0.08368569216033624,0.5300947616942722
88,1.0,1.6530114591898653,-0.9202874492538511
89,1.0,0.6377128702457667,0.5076097975490337
90,1.0,-0.3517552267876997,0.46863984834189537
91,1.0,-0.16248773933091293,-1.0578450667378478
92,1.0,-0.11011650655532189,-0.34197504425318265
93,1.0,-1.3724334304064505,-0.08135510033871761
94,1.0,-0.562354074781979,-1.150647312683217
95,1.0,0.20104735129541312,0.4037623599582097
96,1.0,0.6954526015728252,0.23724969826120162
97,1.0,-0.577291306706547,-0.38868954451284277
98,1.0,-1.6312450132180762,-2.395886094140731
99,1.0,4.9670662800289076e-05,0.6355092137219344
100,1.0,-0.8263006245047477,0.4321090350434217
101,1.0,-0.5564674599581259,-0.649647466776511
102,1.0,-0.23341227587839547,-1.6759255386870162
103,1.0,-2.1544323861521004,-0.22808225549530356
104,1.0,-0.18444929519313988,-0.9660930344998074
105,1.0,1.3998600025797008,0.410163033350318
106,1.0,-0.8179163773129117,-0.08426594597587847
107,1.0,-1.508302361675651,1.6345688220765031
108,1.0,-0.6254987805950676,-0.045575072635916994
109,1.0,0.8162861028982502,0.5494439466211737
110,1.0,0.43140717782696164,-0.20264374769364152
111,1.0,2.0732563616759707,0.7554928695366492
112,1.0,-0.08243252258355652,-0.9007614056179584
113,1.0,-0.6027314928995795,-0.7325698016478165
114,1.0,0.1268719144866729,-0.4505371322934869
115,1.0,0.41317231265485205,-0.8182741288618632
116,1.0,-0.5213015495598922,-0.9380980910912813
117,1.0,-0.6542051914103683,-0.2723504745628199
118,1.0,-0.06463082740225214,0.8171131148995519
119,1.0,-0.8005789392766502,-0.4874789029780722
120,1.0,-0.5290955423961856,-0.22635207164091548
121,1.0,-0.9064585391712834,-1.0029400666091917
122,1.0,1.4543192244885734,0.20063129941652383
123,1.0,1.576975955174932,0.17460040432834018
124,1.0,0.5965207137805809,-0.18654768029022026
125,1.0,0.7120510550471464,-0.2936783448236293
126,1.0,-1.8653193782672228,-1.2924979321549175
127,1.0,0.5389607059848863,0.31856089998283493
128,1.0,-0.37077472153805097,0.38263124889581246
129,1.0,-1.4184410722703331,1.441426378635958
130,1.0,-1.0954808433585916,-0.3043175626448035
131,1.0,0.051169572043179075,0.8069692290731901
132,1.0,0.3459709466511801,-0.04401411515562129
133,1.0,0.6019764312276137,-0.285103238510349
134,1.0,-0.05799035255496105,0.17203670369663038
135,1.0,-0.5426766264683099,-0.28298017569283684
136,1.0,-0.31924256281235197,-1.7194009528334624
137,1.0,0.6526703900308561,-1.0700535537970826
138,1.0,-0.6877421075440904,-0.469733229296614
139,1.0,-0.6799653258130924,-1.3742774487783018
140,1.0,-0.122962041568591,0.9584613525884658
141,1.0,-0.4110478794241399,0.6939804553832681
142,1.0,-0.016921761191138685,0.2695839189291853
143,1.0,-1.211404892101011,-1.1112186550105447
144,1.0,2.139667227294963,-1.9525961317139935
145,1.0,0.02011169108274333,-0.15492558860950936
146,1.0,-0.4536848626211011,-0.2511869221682005
147,1.0,0.12444978064853643,-1.6906602220941331
148,1.0,0.3590028523243143,0.03398931510026789
149,1.0,-0.8811266916947684,0.5480071495691115
