,0
0,0.4472310735503976
1,0.05441473648271192
2,-0.15579173554066786
3,-0.2241814175104488
4,-0.10722922768132127
5,-0.28978850887133434
6,-0.27595522355870566
7,0.46922356963694295
8,0.1276543707131702
9,-0.7051228146115521
10,0.30796059786717855
11,-0.060396902501158894
12,-0.4654705811080915
13,0.2854291649107368
14,-0.6213659436184112
15,0.37772613554506473
16,0.22643385198690563
17,-0.23851078043719998
18,0.2582880444054856
19,-0.3319666614417577
20,-0.3208860801644444
21,0.08758749598932983
22,-0.5473986135956453
23,0.4080302632970205
24,0.3909618656321671
25,-0.43145119892722367
26,-0.28215957809712583
27,0.12910063720068918
28,-0.04979422001172204
29,-0.1888300253999936
30,-0.334700115258758
31,0.30581890171974546
32,0.18386744404970184
33,0.28849737542522186
34,0.08945717007427166
35,-0.20344775138544674
36,-0.4326571249784929
37,-0.3964371602581855
38,-0.15630766267176477
39,0.1512642632807757
40,-0.3168680615178565
41,-0.16692497182824773
42,0.2664827697151226
43,-0.42103425637946634
44,0.4689947826710879
45,-0.4816122861443413
46,-0.11558212648932586
47,0.005028553695150373
48,0.013817707528192079
49,0.19423865400335283
50,0.09594688471951406
51,0.10132462824919876
52,-0.4279271443758964
53,0.38299750898360385
54,0.5553286304934896
55,-0.051416381998918695
56,0.2818024164977086
57,-0.14880877973071813
58,-0.5460399464388589
59,0.0824964394177833
60,-0.2795552208172197
61,0.05412377600124068
62,0.3961085488925317
63,0.09186602638833358
64,-0.08934289628085282
65,-0.26192725023992713
66,0.2828693485340653
67,-0.5353209165023749
68,0.22393990813531506
69,-0.15620984078779487
70,0.13663052233580855
71,-0.7199173189250594
72,0.21282267371279245
73,-0.10273083863553394
74,0.14352112419346627
75,0.39575777150983343
76,0.07361610037875652
77,0.38772399894512205
78,0.33041559983272156
79,-0.1734147881727792
80,-0.2619245853551811
81,-0.2526266373741145
82,0.19779839071251634
83,-0.36580384809583233
84,0.12424130232337441
85,0.2562979160022455
86,0.2609831232777377
87,0.14936053774193794
88,-0.6659275580544185
89,0.0940361340411809
90,0.6226846587537038
91,0.14804406871980325
92,0.6143009072700579
93,0.08411775424213558
94,0.3165301716659173
95,0.24675775348022644
96,-0.2220278447661528
97,0.6800016891410654
98,0.4100017670364359
99,-0.3156286044806296
100,-0.10288876644813982
101,-0.2925585727032528
102,-0.44271452487596086
103,-0.11903800437279816
