,0,1,2,3,4,5,6,7
0,0.0,-0.15916658643162085,0.003779630417504339,0.16499177778793597,0.016208839124933143,-0.01728910737429182,-0.2875321489134536,1.0
1,0.0,0.3847391593773852,0.005227069027461286,-0.34047039308152244,-0.03627097396463975,0.08043937035574328,0.10694591716172364,1.0
2,0.0,0.40326166491924614,0.02305518999582521,0.28538831967128814,-0.058950399271228304,-0.02631481910303514,-0.25482673929236355,1.0
3,0.0,0.29844944133396445,-0.11740253205246222,-0.04396270067055273,-0.0001426424295556472,0.44552147178844226,0.06770606288674144,1.0
4,0.0,-0.4938449011246545,-0.0005806246868822996,-0.5819087927796542,0.19033127672717523,-0.22130137780292874,0.4952845422452229,1.0
5,0.0,0.3603482713137312,-0.10080406062657259,-0.017854375997942262,0.00415569363213129,0.23142808835548678,-0.360673612522655,1.0
6,0.0,0.36357220537006596,-0.05390604759553116,0.2397361413228008,0.03437023710042902,-0.0826782556547707,-0.24184416105453946,1.0
7,0.0,-0.15146323012901536,-0.06035817034830467,0.42642302123616294,-0.06199625129314307,-0.5570076892020852,0.30551732154427386,1.0
8,0.0,-0.09311340096966064,-0.031122277665049804,-0.6570538616219963,-0.020241189864384664,0.16095081388494145,0.05498436561244838,1.0
9,0.0,0.36270429364190976,0.004605042010825351,-0.2058835912310353,-0.048951186260359346,-0.44719166091957113,0.2462452656955843,1.0
10,0.0,-0.3247022214666367,-0.004042228285677983,0.17189884606165284,-0.021393319577080322,-0.008666293159752342,-0.2860285600584709,1.0
11,0.0,0.004320386766394532,-0.0008187327253140254,-0.47996195635025163,-0.04941149388190107,-0.4360694382343113,0.2011330098501453,1.0
12,0.0,0.3821194373395003,0.005592500477618015,-0.5026697794103957,0.039380215099751245,-0.13350376367100372,0.08541438707045153,1.0
13,0.0,-0.6810355949536172,0.29100892461335603,-0.3624951505143107,0.07541226948070848,-0.6227015516468442,0.365186728872316,1.0
14,0.0,0.4473470495404472,-0.03990747754628962,-0.35197100175901824,0.047516575182890264,-0.4622135697675333,0.12009062047392974,1.0
15,0.0,0.12178217946480295,-0.028836949736925008,0.13470882520392155,-0.03643045371743955,0.37066377439388126,0.38592490405396174,1.0
16,0.0,0.08744234273449464,0.06252074396427595,0.43820726137534904,0.059606625612130586,0.1473746151519406,0.2013415800697547,1.0
17,0.0,-0.5143684796252341,0.02267875441697729,-0.26326558599180994,0.03445805982949839,-0.2606376337034899,0.13858569246253705,1.0
18,0.0,-0.1477829667298657,0.007321555196640402,0.042128368260364805,-0.001966360657351961,0.2680199082572011,0.2116416106373456,1.0
19,0.0,-0.44752997342836226,0.055501607118805585,-0.15705122037099759,-0.009219086813937643,-0.25771598913136073,0.09258058079377934,1.0
20,0.0,0.5014134903578168,-0.17623290311895623,0.0008195062185823444,3.6777334736795035e-05,-0.3837696591852567,-0.2058406862376423,1.0
21,0.0,0.33849156883140413,0.04022871504916449,-0.21274933143907906,-0.01921397343141444,-0.14678380753385617,-0.08422547402725997,1.0
22,0.0,-0.21248481394279367,-0.03504378027309386,-0.3987589896426908,-0.21603953366537837,-0.2406215287258485,0.5240478409647233,1.0
23,0.0,0.3004120509125503,0.034835294412664704,0.08903695387085976,0.025336085346360324,-0.19790826243442466,0.3200800968450579,1.0
24,0.0,0.3078577978444952,-0.04076050035289632,0.01987156712572537,0.003718714604014575,-0.3156747145745052,-0.05551901695432138,1.0
25,0.0,-0.11971379433385668,0.02359576316216895,0.5131109538798885,0.06169160880016754,0.30831349342460956,0.24240108426171683,1.0
26,0.0,-0.3963172255370964,0.03145506994326924,0.24844614401017798,0.0016791745922038431,-0.07341513721858466,-0.011052798241934779,1.0
27,0.0,0.3280996641624039,-0.019017922476640286,0.04908891450236504,0.022006533711904915,0.5208892011660391,-0.23783536061203658,1.0
28,0.0,0.21965013629904795,-0.045124735137660466,-0.43862589518235107,0.07001850641332569,-0.49712189757118375,-0.3981708524648138,1.0
29,0.0,-0.3851942060224479,-0.02865099903357629,0.30361457649539664,0.04346572448078438,0.07014941164136583,-0.195608387437174,1.0
30,0.0,-0.2417394286594867,0.08756880122960224,0.5263420555624229,-0.39856926038416884,0.2741717184132542,0.477977481337265,1.0
31,0.0,0.16944260011280934,0.03899168736862722,0.4992165901260143,-0.004956926845490066,0.13206420224909027,-0.02579754095459851,1.0
32,0.0,0.11641495903515196,0.0534296399391981,-0.09126305196535205,0.012286130296154977,-0.49722689883381876,0.36973708210496387,1.0
33,0.0,0.1824586747370837,0.0448909049427637,-0.006509806086868812,0.003062730827944034,0.3012577005385039,-0.24417881783884798,1.0
34,0.0,0.44458036554795766,0.00522340532667922,0.1278780438698636,0.00497924879364993,0.0828740104820225,-0.039362055113686484,1.0
35,0.0,-0.023407042921520963,5.477358019724964e-05,-0.22415063578146505,0.06767285123495152,-0.02379625464341036,-0.14340959272173892,1.0
36,0.0,-0.38045072713762107,-0.045861982152389034,-0.06263547390566393,-0.0018220589042232558,0.3110181730995697,0.0698915119793692,1.0
37,0.0,0.30853614253725997,-0.001202776922001674,0.3431113703501558,-0.006329629461728629,-0.019504789446460395,0.20297842972780633,1.0
38,0.0,-0.1686640504222553,0.0030383032697241757,-0.026840730041479566,-0.008126623636547458,0.048287653350935204,-0.22487108532497208,1.0
39,0.0,0.03233051033733635,0.00010275056614505723,-0.3088158875908602,0.37136645667340695,-0.001055916989083692,1.282006960876782,1.0
40,0.0,0.3656777166142635,0.015179448166349935,-0.4313032556990309,-0.08381616893956309,-0.1716304449785021,-0.37286755384536263,1.0
41,0.0,0.3977431219241478,0.004304123893803473,-0.2977807972741638,0.1815748311158359,-0.40139572716875804,-0.466995083534037,1.0
42,0.0,-0.039729010128595615,-0.004450598198872575,0.11176801559471869,0.05363669972618536,0.44433823352084767,-0.46691693499238535,1.0
43,0.0,0.2349136794204817,-0.09834707459129742,-0.5131940873643392,0.33357731138656704,-0.2593127007044985,0.6340995328425744,1.0
44,0.0,0.26273451659879865,0.023314440085871902,-0.48171470050588083,0.12207394279423295,0.17722580224213627,-0.36786149142209773,1.0
45,0.0,-0.38207662103115214,0.08302150527203742,0.4584261812646301,-0.044762019235705885,0.2835827427883197,-0.1667684564070272,1.0
46,0.0,0.3470620842252322,-0.03047134045867658,-0.42850233210162886,-0.0675290075688644,-0.17579605170536353,0.2887415432068052,1.0
47,0.0,0.09736675257967295,0.019801372505832887,0.8363439503576017,0.2318370844536326,-0.4555822844505882,0.3952073202050357,1.0
48,0.0,-0.3924525046688935,0.015176212747096726,0.10939288658600367,-0.006939276506700429,-0.052796895840227454,0.10024016956843401,1.0
49,0.0,-0.1482355640937815,-0.033643201188736,-0.0858532960916675,0.021813532046838356,0.42581700220707813,0.36429584362016454,1.0
50,0.0,0.16528011945475102,0.06485199848771672,0.25070232488917554,0.02109093909424053,-0.2628741828477536,-0.17139620885781867,1.0
51,0.0,-0.17760171909221809,0.0409899042449215,0.49956144755707826,0.18633201588797643,-0.4372872955022772,-0.4556872808538229,1.0
52,0.0,0.3268641942348647,-0.02511828082815176,0.23153191197618586,0.10923598969744142,-0.20795213736046586,-0.16911678535504956,1.0
53,0.0,0.18997774468247328,0.00888799601178551,-0.41777052464214914,0.02730734140498978,-0.09466268488656472,0.022457797897079298,1.0
54,0.0,-0.21871144536176973,0.0011920282959758345,0.3762251936166664,-0.0017628722735621187,-0.2970725199969837,0.004975711467961742,1.0
55,0.0,-0.03273992557435226,-0.0004957809571761649,0.32175199442730446,-0.0057957986017912145,0.008070662328924135,-0.025070070450334967,1.0
