,0,1,2,3,4,5,6,7,8,9
0,0.38808134172780934,0.4567968091890396,0.5053770514243913,0.5280334519918632,0.52203537300251,0.4881075231090911,0.4303244025953859,0.35551813711944635,0.27229115263754355,0.18978592789480664
1,0.9236875280966692,0.8515308831757066,0.7515666806784475,0.6332162030752926,0.5070581909360271,0.38348186091510317,0.2714265425048153,0.177391773156443,0.10485733535039464,0.0541870115750953
2,0.7996345537284941,0.681074318510189,0.5525730748936142,0.4247516302493923,0.3069784673741999,0.20632169592139227,0.12689264591687227,0.06966641699037111,0.032788991674008214,0.012304045320282562
3,0.5907569711818813,0.6649082566029628,0.7119639978388288,0.7268552911593227,0.7079616753456724,0.657337842299984,0.5804262505621682,0.4852995385006514,0.3815482907035305,0.2789832860673079
4,0.48252097717624043,0.5636372755570968,0.6230832574095387,0.6543091603430827,0.6538203352092322,0.6216717560980911,0.5614602262081748,0.47981547482625275,0.3854681397395535,0.288037208597637
5,0.9992217451706666,0.9835301740438462,0.9297512826784675,0.8431326950356602,0.7319225009597567,0.6062834247272789,0.47698316646919287,0.3540559295298871,0.24563203688173937,0.15710391766874887
6,0.22093911198154165,0.3246196366984595,0.44422566514037515,0.572186633440988,0.6988153611484261,0.8134182424410727,0.9056128380365371,0.966659627375417,0.9906099220272461,0.9750979537470852
7,0.5918432309035613,0.6771342005341321,0.7372715470845741,0.7659370767236016,0.7600734450866439,0.7203083077415496,0.6508671108014045,0.5589878163664616,0.45392670245612116,0.3457062789368601
8,0.5215752926358771,0.6375991855338178,0.7404293892434863,0.8202608860218579,0.8691786924741598,0.882220539533766,0.8580502421718708,0.799139836448886,0.7114328773221936,0.6035399190993378
9,0.5562100502622345,0.532907708581402,0.48295020602269634,0.4121836908549695,0.32869915244024794,0.24167788109537214,0.1601013750342673,0.09152301571500224,0.041087876042565724,0.010946947589386542
10,0.9243084682414725,0.9572455724745507,0.9515721481446089,0.9078551871079957,0.8304300896867287,0.7268185203972686,0.6067283586420186,0.4807861568758335,0.3591916537797192,0.25049352097697625
11,0.7899467294762985,0.6840912432875081,0.564064993310383,0.44043812079119693,0.3231007300897977,0.2200852910806239,0.136716792602401,0.07520814258691332,0.03474730640798696,0.012045024030716032
12,0.6484400862408641,0.5248268316420427,0.4014552905186571,0.2876675148160512,0.19057685011153486,0.11437749954103786,0.06012623987335807,0.026013055529438625,0.008060522604742179,0.0011250357173726044
13,0.943608869428839,0.8784232122162072,0.7834604567482923,0.6677255772082459,0.5416784624120478,0.4158939732859041,0.2997641714208189,0.20043278712001558,0.12211351584480998,0.06588198309078606
14,0.8753206881842501,0.8095012434626684,0.7158258694963687,0.6033422778690665,0.48239235411736614,0.3632750858245251,0.2549712614889905,0.16411730156826435,0.09437461536682738,0.04627741991814179
15,0.7481266517074935,0.8502355217274347,0.9250942198134571,0.9654380146310854,0.9672753615892704,0.9304232824486806,0.8585319838853,0.7585949984980114,0.6400187405972352,0.5133914493510823
16,0.6857313525191543,0.5641987002123686,0.43966709441779317,0.32197298926148016,0.21902658636347982,0.13598841140171364,0.07489680146479122,0.0347874847986659,0.012268777173661543,0.0024447219699617337
17,0.41707945195124024,0.5285629779991492,0.6321430438170513,0.7178436155869916,0.7770244087710854,0.803550052127837,0.7946308360972747,0.7512074085149111,0.6778209047615692,0.581988272914151
18,0.8051355848613257,0.691047956043713,0.565093264185074,0.43793591113265595,0.319225648379754,0.2164897292006937,0.1343916070759291,0.07445539170994195,0.03528119781328568,0.01319920963877382
19,0.8915727727486157,0.8136402821766079,0.7101038436868737,0.5906946205333421,0.46600373491834507,0.3461395014221337,0.23951337645804896,0.15193107328003602,0.08611562734270357,0.0417201816568651
20,0.9044670399123954,0.821854759847272,0.7143946448559015,0.5920536267917409,0.465502243644037,0.3447746219088242,0.2380808065101807,0.15094313814404264,0.08577578015426712,0.04195578318419756
21,0.7135075488975443,0.803390266431977,0.8647921384908698,0.8915479825589622,0.8809320240651407,0.834028500375349,0.7555840763149074,0.6533644309951967,0.5371123716160375,0.41726462393386665
22,0.3704137817501801,0.39320797345550634,0.3914374728329623,0.36533880340213254,0.31838685971455,0.25677203241624363,0.1884716104796701,0.12206012311108957,0.0654436602624031,0.024714484427772902
23,0.49459444854115964,0.3702370247483681,0.2594285646206956,0.167966228349919,0.09854863219625302,0.05081788392299356,0.021867275307256163,0.007116490753077595,0.0013995591122178202,7.924079198894575e-05
24,0.8017645680342974,0.8572404605900416,0.8776640351795456,0.8609413943642119,0.8087879937820908,0.7264946735614284,0.6222096805205741,0.5058453565042206,0.3877744037488116,0.27751114484287803
25,0.9608251538593846,0.9403765359875902,0.883089287357604,0.7946072915046699,0.683423056885728,0.5597552813790939,0.4342279618235004,0.3165479304037456,0.2143754597817618,0.1325501732449198
26,0.8818214102651195,0.8073367834153229,0.7067218635513846,0.5895240742184575,0.46626449460404285,0.34709502463194614,0.24056670685953363,0.15268886613345878,0.08641129619651608,0.04159406490039559
